Year,Title,Authors,CitationsJuly2018,Domain,Definition
2014,A transform domain-based anomaly detection approach to network-wide traffic,"Dingde Jiang, Zhengzheng Xu, Peng Zhang, Ting Zhu",112,ids,model
2014,Anomaly Detection in Computer Networks: A State-of-the-Art Review,"Sherenaz W. Al-Haj Baddar, Alessio Merlo, Mauro Migliardi",23,ids,n/a
2014,Hyperspherical cluster based distributed anomaly detection in wireless sensor networks,"Sutharshan Rajasegarar, Christopher Leckie, Marimuthu Palaniswami",47,sense,cluster
2014,Workload-aware anomaly detection for Web applications,"Tao Wang, Jun Wei, Wenbo Zhang, Hua Zhong, Tao Huang",28,fault,similarity
2014,Feature selection by multi-objective optimisation: Application to network anomaly detection by hierarchical self-organising maps,"Emiro de la Hoz Franco, Eduardo de la Hoz Correa, Andrés Ortiz, Julio Ortega, Antonio Martínez-Álvarez",59,ids,model
2014,Robust outlier detection using the instability factor,"Jihyun Ha, Seulgi Seok, Jong-Seok Lee",22,cross,similarity
2014,Local Sparsity Divergence for Hyperspectral Anomaly Detection,"Zongze Yuan, Hao Sun, Kefeng Ji, Zhiyong Li, Huanxin Zou",28,remote,model
2014,Two-stage online inference model for traffic pattern analysis and anomaly detection,"Hawook Jeong, Young Joon Yoo, Kwang Moo Yi, Jin Young Choi",21,gis,likelihood
2014,Flow-based anomaly detection in high-speed links using modified GSA-optimized neural network,"Mansour Sheikhan, Zahra Jadidi",32,ids,model
2014,Domain Anomaly Detection in Machine Perception: A System Architecture and Taxonomy,"Josef Kittler, William J. Christmas, Teofilo de Campos, David Windridge, Fei Yan, John Illingworth, Magda Osman",23,cross,likelihood
2014,Online Learning and Sequential Anomaly Detection in Trajectories,"Rikard Laxhammar, Göran Falkman",47,cross,likelihood
2014,Anomaly Detection and Localization in Crowded Scenes,"Weixin Li, Vijay Mahadevan, Nuno Vasconcelos",272,remote,likelihood
2014,Entropy-based outlier detection using semi-supervised approach with few positive examples,"Armin Daneshpazhouh, Ashkan Sami",35,cross,likelihood
2014,Contextual anomaly detection in crowded surveillance scenes,"Michael J. V. Leach, Ed P. Sparks, Neil Martin Robertson",29,remote,similarity
2014,A least-squares approach to anomaly detection in static and sequential data,"John A. Quinn, Masashi Sugiyama",27,cross,likelihood
2014,Anomaly detection in online social networks,"David Savage, Xiuzhen Zhang, Xinghuo Yu, Pauline Lienhua Chou, Qingmai Wang",82,cross,n/a
2014,Real-time causal processing of anomaly detection for hyperspectral imagery,"Shih-Yu Chen, Yulei Wang, Chao-Cheng Wu, Chunhong Liu, Chein-I Chang",26,remote,likelihood
2014,Adaptive Sparse Representations for Video Anomaly Detection,"Xuan Mo, Vishal Monga, Raja Bala, Zhigang Fan",52,remote,model
2014,A Framework for Periodic Outlier Pattern Detection in Time-Series Sequences,"Faraz Rasheed, Reda Alhajj",26,cross,frequency
2014,Anomaly Detection and Characterization in Spatial Time Series Data: A Cluster-Centric Approach,"Hesam Izakian, Witold Pedrycz",33,cross,cluster
2014,A Discriminative Metric Learning Based Anomaly Detection Method,"Bo Du, Liangpei Zhang",144,remote,model
2014,Ship Detection in High-Resolution Optical Imagery Based on Anomaly Detector and Local Shape Feature,"Zhenwei Shi, Xinran Yu, Zhiguo Jiang, Bo Li",61,gis,model
2014,Anomaly Detection of Light-Emitting Diodes Using the Similarity-Based Metric Test,"Moon-Hwan Chang, Chaochao Chen, Diganta Das, Michael G. Pecht",24,fault,cluster
2014,Mining Building Energy Management System Data Using Fuzzy Anomaly Detection and Linguistic Descriptions,"Dumidu Wijayasekara, Ondrej Linda, Milos Manic, Craig G. Rieger",53,fault,cluster
2014,Online Anomaly Detection in Wireless Body Area Networks for Reliable Healthcare Monitoring,"Osman Salem, Yaning Liu, Ahmed Mehaoua, Raouf Boutaba",30,health,model
2014,"Rough Sets, Kernel Set, and Spatiotemporal Outlier Detection","Alessia Albanese, Sankar K. Pal, Alfredo Petrosino",39,cross,similarity
2014,Outlier Detection for Temporal Data: A Survey,"Manish Gupta, Jing Gao, Charu C. Aggarwal, Jiawei Han",278,cross,n/a
2014,An Efficient Approach for Outlier Detection with Imperfect Data Labels,"Bo Liu, Yanshan Xiao, Philip S. Yu, Zhifeng Hao, Longbing Cao",38,cross,n/a
2014,Discovering Emerging Topics in Social Streams via Link-Anomaly Detection,"Toshimitsu Takahashi, Ryota Tomioka, Kenji Yamanishi",48,cross,likelihood
2014,An Online Outlier Identification and Removal Scheme for Improving Fault Detection Performance,"Hasan Ferdowsi, Sarangapani Jagannathan, Maciej J. Zawodniok",22,fault,model
2014,Multicamera video summarization and anomaly detection from activity motifs,"Carter De Leo, Bangalore S. Manjunath",25,remote,likelihood
2014,Integrated Anomaly Detection for Cyber Security of the Substations,"Junho Hong, Chen-Ching Liu, Manimaran Govindarasu",61,ids,frequency
2014,Locality Statistics for Anomaly Detection in Time Series of Graphs,"Heng Wang, Minh Tang, Youngser Park, Carey E. Priebe",53,cross,likelihood
2014,Outlier detection from large distributed databases,"Ji Zhang, Xiaohui Tao, Hua Wang",21,cross,similarity
2014,Mention-anomaly-based Event Detection and tracking in Twitter,"Adrien Guille, Cécile Favre",36,cross,frequency
2014,Contextual Anomaly Detection in Big Sensor Data,"Michael A. Hayes, Miriam A. M. Capretz",37,cross,likelihood
2014,Temporal Anomaly Detection in Business Processes,"Andreas Rogge-Solti, Gjergji Kasneci",23,others,likelihood
2014,Anomaly detection in cyber-physical systems: A formal methods approach,"Austin Jones, Zhaodan Kong, Calin Belta",28,cross,model
2014,Spark-based anomaly detection over multi-source VMware performance data in real-time,"Mohiuddin Solaimani, Mohammed Iftekhar, Latifur Khan, Bhavani M. Thuraisingham, Joey Burton Ingram",24,fault,cluster
2014,Assessing the impact of intra-cloud live migration on anomaly detection,"Noor-ul-Hassan Shirazi, Steven Simpson, Angelos K. Marnerides, Michael R. Watson, Andreas Mauthe, David Hutchison",20,ids,n/a
2014,Analysis of HTTP Requests for Anomaly Detection of Web Attacks,"Mikhail Zolotukhin, Timo Hämäläinen, Tero Kokkonen, Jarmo Siltanen",29,ids,model
2014,Anomaly detection based on eccentricity analysis,Plamen Angelov,35,cross,likelihood
2014,Identifying Wrong Links between Datasets by Multi-dimensional Outlier Detection,Heiko Paulheim,25,cross,n/a
2014,Leveraging SDN for Efficient Anomaly Detection and Mitigation on Legacy Networks,"Kostas Giotis, Georgios Androulidakis, Vasilis Maglaris",39,ids,frequency
2014,A Novel Technique for Long-Term Anomaly Detection in the Cloud,"Owen Vallis, Jordan Hochenbaum, Arun Kejariwal",69,fault,likelihood
2014,Spectral anomaly detection using graph-based filtering for wireless sensor networks,"Hilmi Enes Egilmez, Antonio Ortega",34,sense,model
2014,Scalable distance-based outlier detection over high-volume data streams,"Lei Cao, Di Yang, Qingyang Wang, Yanwei Yu, Jiayuan Wang, Elke A. Rundensteiner",38,cross,similarity
2014,RS-Forest: A Rapid Density Estimator for Streaming Anomaly Detection,"Ke Wu, Kun Zhang, Wei Fan, Andrea Edwards, Philip S. Yu",30,cross,similarity
2014,Tackling the Big Data 4 vs for anomaly detection,"José Camacho, Gabriel Maciá-Fernández, Jesús E. Díaz-Verdejo, Pedro Garcia-Teodoro",28,cross,model
2014,Hashdoop: A MapReduce framework for network anomaly detection,"Romain Fontugne, Johan Mazel, Kensuke Fukuda",33,ids,frequency
2014,LD-Sketch: A distributed sketching design for accurate and scalable anomaly detection in network data streams,"Qun Huang, Patrick P. C. Lee",21,ids,frequency
2014,Smart car parking: Temporal clustering and anomaly detection in urban car parking,"Yanxu Zheng, Sutharshan Rajasegarar, Christopher Leckie, Marimuthu Palaniswami",22,gis,cluster
2014,Focused clustering and outlier detection in large attributed graphs,"Bryan Perozzi, Leman Akoglu, Patricia Iglesias Sánchez, Emmanuel Müller",90,cross,cluster
2014,GLAD: group anomaly detection in social media analysis,"Qi Rose Yu, Xinran He, Yan Liu",57,cross,likelihood
2014,Anomaly Detection and Diagnosis for Automatic Radio Network Verification,"Gabriela F. Ciocarlie, Christopher Connolly, Chih-Chieh Cheng, Ulf Lindqvist, Szabolcs Nováczki, Henning Sanneck, Muhammad Naseer ul Islam",21,ids,cluster
2014,On Integrated Clustering and Outlier Detection,"Lionel Ott, Linsey Xiaolin Pang, Fabio Tozeto Ramos, Sanjay Chawla",27,cross,cluster
2014,RoADS: A Road Pavement Monitoring System for Anomaly Detection Using Smart Phones,"Fatjon Seraj, Berend Jan van der Zwaag, Arta Dilo, Tamara Luarasi, Paul J. M. Havinga",34,fault,model
2014,Anomaly Detection Using Autoencoders with Nonlinear Dimensionality Reduction,"Mayu Sakurada, Takehisa Yairi",58,cross,model
2014,Unsupervised Anomaly-Based Malware Detection Using Hardware Features,"Adrian Tang, Simha Sethumadhavan, Salvatore J. Stolfo",77,ids,model
2014,Generalized Outlier Detection with Flexible Kernel Density Estimates,"Erich Schubert, Arthur Zimek, Hans-Peter Kriegel",57,cross,likelihood
2014,Anomaly Detection Using Replicator Neural Networks Trained on Examples of One Class,"Anh Hoang Dau, Victor Ciesielski, Andy Song",21,cross,model
2014,Detecting Errors in Numerical Linked Data Using Cross-Checked Outlier Detection,"Daniel Fleischhacker, Heiko Paulheim, Volha Bryl, Johanna Völker, Christian Bizer",35,cross,likelihood
2014,Robust multivariate autoregression for anomaly detection in dynamic product ratings,"Nikou Günnemann, Stephan Günnemann, Christos Faloutsos",22,cross,likelihood
2015,Characteristics and classification of outlier detection techniques for wireless sensor networks in harsh environments: a survey,"Nauman Shahid, Ijaz Haider Naqvi, Saad Bin Qaisar",35,sense,n/a
2015,One-class support vector machines: analysis of outlier detection for wireless sensor networks in harsh environments,"Nauman Shahid, Ijaz Haider Naqvi, Saad Bin Qaisar",21,sense,model
2015,Improved principal component analysis for anomaly detection: Application to an emergency department,"Fouzi Harrou, Farid Kadri, Sondès Chaabane, Christian Tahon, Ying Sun",32,health,model
2015,A Survey of Distance and Similarity Measures Used Within Network Intrusion Anomaly Detection,"David J. Weller-Fahy, Brett J. Borghetti, Angela A. Sodemann",46,ids,similarity
2015,Performance Anomaly Detection and Bottleneck Identification,"Olumuyiwa Ibidunmoye, Francisco Hernández-Rodriguez, Erik Elmroth",53,fault,n/a
2015,Graph based anomaly detection and description: a survey,"Leman Akoglu, Hanghang Tong, Danai Koutra",352,cross,n/a
2015,Algorithm for the detection of outliers based on the theory of rough sets,"Francisco Maciá Pérez, José Vicente Berná-Martínez, Alberto Fernández Oliva, Miguel Alfonso Abreu Ortega",24,cross,rule
2015,An Entropy-Based Network Anomaly Detection Method,"Przemyslaw Berezinski, Bartosz Jasiul, Marcin Szpyrka",41,ids,likelihood
2015,Anomaly detection using a modified kernel-based tracking in the pantograph-catenary system,"Ilhan Aydin, Mehmet Karaköse, Erhan Akin",22,remote,likelihood
2015,Multi-scale anomaly detection for high-speed network traffic,"Dingde Jiang, Cheng Yao, Zhengzheng Xu, Wenda Qin",29,ids,model
2015,"Control variable classification, modeling and anomaly detection in Modbus/TCP SCADA systems","Noam Erez, Avishai Wool",36,fault,likelihood
2015,A fuzzy anomaly detection system based on hybrid PSO-Kmeans algorithm in content-centric networks,"Amin Karami, Manel Guerrero Zapata",56,cross,cluster
2015,Anomaly detection in traffic using L1-norm minimization extreme learning machine,"Yibing Wang, Dong Li, Yi Du, Zhisong Pan",21,ids,model
2015,Contextual anomaly detection framework for big sensor data,"Michael A. Hayes, Miriam A. M. Capretz",36,sense,likelihood
2015,Online data-driven anomaly detection in autonomous robots,"Eliahu Khalastchi, Meir Kalech, Gal A. Kaminka, Raz Lin",28,fault,likelihood
2015,Robust support vector data description for outlier detection with noise or uncertain data,"Guijun Chen, Xueying Zhang, Zizhong John Wang, Fenglian Li",35,cross,model
2015,Principal Component Reconstruction Error for Hyperspectral Anomaly Detection,"James A. Jablonski, Trevor J. Bihl, Kenneth W. Bauer Jr",22,remote,model
2015,Analysis of network traffic features for anomaly detection,"Félix Iglesias, Tanja Zseby",38,ids,n/a
2015,Outlier detection and robust normal-curvature estimation in mobile laser scanning 3D point cloud data,"Abdul Nurunnabi, Geoff A. W. West, David Belton",51,remote,likelihood
2015,Streaming Anomaly Detection Using Randomized Matrix Sketching,"Hao Huang, Shiva Prasad Kasiviswanathan",21,cross,model
2015,Sensor Anomaly Detection in Wireless Sensor Networks for Healthcare,"Shah Ahsanul Haque, Mustafizur Rahman, Syed Mahfuzul Aziz",28,health,likelihood
2015,Anomaly Detection Based on Sensor Data in Petroleum Industry Applications,"Luis Martí, Nayat Sánchez Pi, José Manuel Molina, Ana Cristina Bicharra Garcia",26,sense,model
2015,Multivariate functional outlier detection,"Mia Hubert, Peter J. Rousseeuw, Pieter Segaert",60,cross,likelihood
2015,"Event detection, tracking, and visualization in Twitter: a mention-anomaly-based approach","Adrien Guille, Cécile Favre",41,cross,frequency
2015,Robust Linear Spectral Unmixing Using Anomaly Detection,"Yoann Altmann, Steve McLaughlin, Alfred Hero",28,remote,likelihood
2015,Adaptive Distributed Outlier Detection for WSNs,"Alessandra De Paola, Salvatore Gaglio, Giuseppe Lo Re, Fabrizio Milazzo, Marco Ortolani",31,sense,likelihood
2015,Online Anomaly Detection in Crowd Scenes via Structure Analysis,"Yuan Yuan, Jianwu Fang, Qi Wang",69,remote,n/a
2015,Evolving Fuzzy Rules for Anomaly Detection in Data Streams,"Masud Moshtaghi, James C. Bezdek, Christopher Leckie, Shanika Karunasekera, Marimuthu Palaniswami",22,cross,rule
2015,Collaborative Representation for Hyperspectral Anomaly Detection,"Wei Li, Qian Du",100,remote,model
2015,Fast Hyperspectral Anomaly Detection via High-Order 2-D Crossing Filter,"Yuan Yuan, Qi Wang, Guokang Zhu",30,remote,model
2015,Distributed Real-Time Anomaly Detection in Networked Industrial Sensing Systems,"Po-Yu Chen, Shusen Yang, Julie A. McCann",32,sense,similarity
2015,Wireless Anomaly Detection Based on IEEE 802.11 Behavior Analysis,"Hamid Alipour, Youssif B. Al-Nashif, Pratik Satam, Salim Hariri",24,ids,frequency
2015,Gaussian Process Regression-Based Video Anomaly Detection and Localization With Hierarchical Feature Representation,"Kai-Wen Cheng, Yie-Tarng Chen, Wen-Hsien Fang",24,remote,likelihood
2015,Active Hypothesis Testing for Anomaly Detection,"Kobi Cohen, Qing Zhao",22,cross,likelihood
2015,"Hierarchical Density Estimates for Data Clustering, Visualization, and Outlier Detection","Ricardo J. G. B. Campello, Davoud Moulavi, Arthur Zimek, Jörg Sander",68,cross,cluster
2015,Reverse Nearest Neighbors in Unsupervised Distance-Based Outlier Detection,"Milos Radovanovic, Alexandros Nanopoulos, Mirjana Ivanovic",58,cross,similarity
2015,Adaptive Hidden Markov Model With Anomaly States for Price Manipulation Detection,"Yi Cao, Yuhua Li, Sonya A. Coleman, Ammar Belatreche, Thomas Martin McGinnity",24,cross,likelihood
2015,Segment-Based Anomaly Detection with Approximated Sample Covariance Matrix in Wireless Sensor Networks,"Miao Xie, Jiankun Hu, Song Guo",20,sense,likelihood
2015,Design and Analysis of Multimodel-Based Anomaly Intrusion Detection Systems in Industrial Process Automation,"Chunjie Zhou, Shuang Huang, Naixue Xiong, Shuang-Hua Yang, Huiyun Li, Yuanqing Qin, Xuan Li",31,fault,rule
2015,"Anomaly-based intrusion detection of jamming attacks, local versus collaborative detection","Alexandros G. Fragkiadakis, Vasilios A. Siris, Nikolaos E. Petroulakis, Apostolos Traganitis",22,ids,likelihood
2015,Online anomaly detection over Big Data streams,"Laura Rettig, Mourad Khayati, Philippe Cudré-Mauroux, Michal Piórkowski",21,cross,likelihood
2015,Schema Extraction and Structural Outlier Detection for JSON-based NoSQL Data Stores,"Meike Klettke, Uta Störl, Stefanie Scherzinger",26,others,n/a
2016,PCA-based multivariate statistical network monitoring for anomaly detection,"José Camacho, Alejandro Pérez-Villegas, Pedro García-Teodoro, Gabriel Maciá-Fernández",24,ids,model
2016,Exploratory security analytics for anomaly detection,"Fabio Pierazzi, Sara Casolari, Michele Colajanni, Mirco Marchetti",17,ids,likelihood
2016,"On the evaluation of unsupervised outlier detection: measures, datasets, and an empirical study","Guilherme O. Campos, Arthur Zimek, Jörg Sander, Ricardo J. G. B. Campello, Barbora Micenková, Erich Schubert, Ira Assent, Michael E. Houle",68,cross,similarity
2016,An efficient proactive artificial immune system based anomaly detection and prevention system,"Praneet Saurabh, Bhupendra Verma",21,cross,similarity
2016,A survey of anomaly detection techniques in financial domain,"Mohiuddin Ahmed, Abdun Naser Mahmood, Md. Rafiqul Islam",52,cross,cluster
2016,Anomaly detection and identification scheme for VM live migration in cloud infrastructure,"Tian Huang, Yongxin Zhu, Yafei Wu, Stéphane Bressan, Gillian Dobbie",17,fault,similarity
2016,Outlier detection in healthcare fraud: A case study in the Medicaid dental domain,"Guido van Capelleveen, Mannes Poel, Roland M. Müller, Dallas Thornton, Jos van Hillegersberg",18,fault,frequency
2016,Seasonal ARMA-based SPC charts for anomaly detection: Application to emergency department systems,"Farid Kadri, Fouzi Harrou, Sondès Chaabane, Ying Sun, Christian Tahon",29,fault,likelihood
2016,A multi-step outlier-based anomaly detection approach to network-wide traffic,"Monowar H. Bhuyan, D. K. Bhattacharyya, Jugal K. Kalita",37,ids,cluster
2016,The evaluation of Network Anomaly Detection Systems: Statistical analysis of the UNSW-NB15 data set and the comparison with the KDD99 data set,"Nour Moustafa, Jill Slay",63,ids,n/a
2016,Real-Time Anomaly Detection Framework for Many-Core Router through Machine-Learning Techniques,"Amey M. Kulkarni, Youngok Pino, Matthew French, Tinoosh Mohsenin",21,ids,model
2016,A survey of network anomaly detection techniques,"Mohiuddin Ahmed, Abdun Naser Mahmood, Jiankun Hu",113,ids,n/a
2016,Network anomaly detection using IP flows with Principal Component Analysis and Ant Colony Optimization,"Gilberto Fernandes Jr., Luiz Fernando Carvalho, Joel J. P. C. Rodrigues, Mario Lemes Proença Jr",17,ids,model
2016,A framework for anomaly detection in maritime trajectory behavior,Po-Ruey Lei,21,gis,n/a
2016,Tensor-based anomaly detection: An interdisciplinary survey,"Hadi Fanaee-T, João Gama",25,cross,n/a
2016,A non-parameter outlier detection algorithm based on Natural Neighbor,"Jinlong Huang, Qingsheng Zhu, Lijun Yang, Ji Feng",20,cross,similarity
2016,A decomposition of the outlier detection problem into a set of supervised learning problems,"H Paulheim, R Meusel",16,cross,model
2016,Anomaly Detection System in Cloud Environment Using Fuzzy Clustering Based ANN,"N. Pandeeswari, Ganesh Kumar",33,ids,model
2016,A traffic anomaly detection approach in communication networks for applications of multimedia medical devices,"Dingde Jiang, Zhen Yuan, Peng Zhang, Lei Miao, Ting Zhu",20,ids,model
2016,Incorporating outlier detection and replacement into a non-parametric framework for movement and distortion correction of diffusion MR images,"Jesper L. R. Andersson, Mark S. Graham, Eniko Zsoldos, Stamatios N. Sotiropoulos",35,health,likelihood
2016,High-dimensional and large-scale anomaly detection using a linear one-class SVM with deep learning,"Sarah M. Erfani, Sutharshan Rajasegarar, Shanika Karunasekera, Christopher Leckie",87,cross,model
2016,Combining motion and appearance cues for anomaly detection,"Ying Zhang, Huchuan Lu, Lihe Zhang, Xiang Ruan",40,remote,model
2016,Video anomaly detection based on locality sensitive hashing filters,"Ying Zhang, Huchuan Lu, Lihe Zhang, Xiang Ruan, Shun Sakai",19,remote,model
2016,Active Magnetic Anomaly Detection Using Multiple Micro Aerial Vehicles,"Philip M. Dames, Mac Schwager, Daniela Rus, Vijay Kumar",16,gis,likelihood
2016,A Comparative Study of Anomaly Detection Techniques for Smart City Wireless Sensor Networks,"Victor Garcia-Font, Carles Garrigues, Helena Rifà-Pous",16,sense,n/a
2016,A spectral-spatial based local summation anomaly detection method for hyperspectral images,"Bo Du, Rui Zhao, Liangpei Zhang, Lefei Zhang",23,remote,model
2016,Spatial-temporal convolutional neural networks for anomaly detection and localization in crowded scenes,"Shifu Zhou, Wei Shen, Dan Zeng, Mei Fang, Yuanwang Wei, Zhijiang Zhang",35,remote,model
2016,Hyperspectral Anomaly Detection by Graph Pixel Selection,"Yuan Yuan, Dandan Ma, Qi Wang",24,remote,model
2016,Anomaly Detection in Hyperspectral Images Based on Low-Rank and Sparse Representation,"Yang Xu, Zebin Wu, Jun Li, Antonio J. Plaza, Zhihui Wei",47,remote,model
2016,A Low-Rank and Sparse Matrix Decomposition-Based Mahalanobis Distance Method for Hyperspectral Anomaly Detection,"Yuxiang Zhang, Bo Du, Liangpei Zhang, Shugen Wang",39,remote,model
2016,A Tensor Decomposition-Based Anomaly Detection Algorithm for Hyperspectral Image,"Xing Zhang, Gongjian Wen, Wei Dai",16,remote,model
2016,A Novel Cluster Kernel RX Algorithm for Anomaly and Change Detection Using Hyperspectral Images,"Jin Zhou, Chiman Kwan, Bulent Ayhan, Michael T. Eismann",25,remote,cluster
2016,Outlier Detection for the Evaluation of the Measurement Uncertainty of Environmental Acoustic Noise,"Consolatina Liguori, Alfredo Paolillo, Alessandro Ruggiero, Domenico Russo",15,sense,similarity
2016,IoT Healthcare Analytics: The Importance of Anomaly Detection,"Arijit Ukil, Soma Bandyopadhyay, Chetanya Puri, Arpan Pal",15,health,n/a
2016,Anomaly Detection in Automobile Control Network Data with Long Short-Term Memory Networks,"Adrian Taylor, Sylvain Leblanc, Nathalie Japkowicz",18,ids,model
2016,A Sharper Sense of Self: Probabilistic Reasoning of Program Behaviors for Anomaly Detection with Context Sensitivity,"Kui Xu, Ke Tian, Danfeng Yao, Barbara G. Ryder",16,ids,likelihood
2016,A Discriminative Framework for Anomaly Detection in Large Videos,"Allison Del Giorno, J. Andrew Bagnell, Martial Hebert",19,remote,likelihood
2016,Collective Anomaly Detection Based on Long Short-Term Memory Recurrent Neural Networks,"Loïc Bontemps, Van Loi Cao, James McDermott, Nhien-An Le-Khac",18,ids,model
2016,An Unsupervised Spatiotemporal Graphical Modeling Approach to Anomaly Detection in Distributed CPS,"Chao Liu, Sambuddha Ghosal, Zhanhong Jiang, Soumik Sarkar",16,fault,likelihood
2016,Holistic features for real-time crowd behaviour anomaly detection,"Mark Marsden, Kevin McGuinness, Suzanne Little, Noel E. O'Connor",15,remote,n/a
2016,Robust Random Cut Forest Based Anomaly Detection on Streams,"Sudipto Guha, Nina Mishra, Gourav Roy, Okke Schrijvers",29,cross,similarity
2016,Deep Structured Energy Based Models for Anomaly Detection,"Shuangfei Zhai, Yu Cheng, Weining Lu, Zhongfei Zhang",32,cross,likelihood
2016,Multimodal execution monitoring for anomaly detection during robot manipulation,"Daehyung Park, Zackory M. Erickson, Tapomayukh Bhattacharjee, Charles C. Kemp",16,fault,likelihood
2016,Anomaly detection in hyperspectral images through spectral unmixing and low rank decomposition,"Ying Qu, Rui Guo, Wei Wang, Hairong Qi, Bulent Ayhan, Chiman Kwan, Steven Vance",19,remote,model
2016,Entity Embedding-Based Anomaly Detection for Heterogeneous Categorical Events,"Ting Chen, Lu An Tang, Yizhou Sun, Zhengzhang Chen, Kai Zhang",16,cross,likelihood
2016,Fast Memory-efficient Anomaly Detection in Streaming Heterogeneous Graphs,"Emaad A. Manzoor, Sadegh M. Milajerdi, Leman Akoglu",16,cross,cluster
2016,"ATLANTIC: A framework for anomaly traffic detection, classification, and mitigation in SDN","Anderson Santos da Silva, Juliano Araujo Wickboldt, Lisandro Zambenedetti Granville, Alberto E. Schaeffer Filho",18,ids,n/a
2016,Real-Time Anomaly Detection for Streaming Analytics,"Subutai Ahmad, Scott Purdy",15,cross,model
2016,LSTM-based Encoder-Decoder for Multi-sensor Anomaly Detection,"Pankaj Malhotra, Anusha Ramakrishnan, Gaurangi Anand, Lovekesh Vig, Puneet Agarwal, Gautam Shroff",36,fault,model
2016,Anomaly Detection in Video Using Predictive Convolutional Long Short-Term Memory Networks,"Jefferson Ryan Medel, Andreas E. Savakis",19,remote,model
2017,Modeling network traffic for traffic matrix estimation and anomaly detection based on Bayesian network in cloud computing networks,"Laisen Nie, Dingde Jiang, Zhihan Lv",10,ids,likelihood
2017,A statistical infinite feature cascade-based approach to anomaly detection for dynamic social networks,"Yasser Yasami, Farshad Safaei",10,cross,likelihood
2017,BGP Anomaly Detection Techniques: A Survey,"Bahaa Al-Musawi, Philip Branch, Grenville Armitage",23,ids,n/a
2017,CLAPP: A self constructing feature clustering approach for anomaly detection,"Gunupudi Rajesh Kumar, Nimmala Mangathayaru, Gugulothu Narsimha, Suresh Reddy Gali",16,ids,cluster
2017,Detecting zero-day attacks using context-aware anomaly detection at the application-layer,"Patrick Düssel, Christian Gehl, Ulrich Flegel, Sven Dietrich, Michael Meier",11,ids,similarity
2017,Unsupervised real-time anomaly detection for streaming data,"Subutai Ahmad, Alexander Lavin, Scott Purdy, Zuha Agha",29,cross,model
2017,Learning deep event models for crowd anomaly detection,"Yachuang Feng, Yuan Yuan, Xiaoqiang Lu",18,remote,likelihood
2017,Spatial anomaly detection in sensor networks using neighborhood information,"Hedde H. W. J. Bosman, Giovanni Iacca, Arturo Tejada, Heinrich J. Wörtche, Antonio Liotta",20,sense,similarity
2017,Reducing false positives of network anomaly detection by local adaptive multivariate smoothing,"Martin Grill, Tomás Pevný, Martin Rehák",10,ids,n/a
2017,Two-tier network anomaly detection model: a machine learning approach,"Hamed Haddad Pajouh, Gholamhossein Dastghaibyfard, Sattar Hashemi",15,ids,likelihood
2017,Anomaly detection in earth dam and levee passive seismic data using support vector machines and automatic feature selection,"Wendy Fisher, Tracy Camp, Valeria V. Krzhizhanovskaya",12,fault,model
2017,Transferred Deep Learning for Anomaly Detection in Hyperspectral Imagery,"Wei Li, Guodong Wu, Qian Du",12,remote,model
2017,"Towards online and personalized daily activity recognition, habit modeling, and anomaly detection for the solitary elderly through unobtrusive sensing","Lei Meng, Chunyan Miao, Cyril Leung",13,health,likelihood
2017,KDE based outlier detection on distributed data streams in multimedia network,"Zhigao Zheng, Hwa-Young Jeong, Tao Huang, Jiangbo Shu",11,cross,likelihood
2017,Social network model for crowd anomaly detection and localization,"Rima Chaker, Zaher Al Aghbari, Imran N. Junejo",15,remote,similarity
2017,DBSAFE - An Anomaly Detection System to Protect Databases From Exfiltration Attempts,"Asmaa Sallam, Elisa Bertino, Syed Rafiul Hussain, David Landers, Robert Michael Lefler, Donald Steiner",15,ids,likelihood
2017,Towards an Energy-Efficient Anomaly-Based Intrusion Detection Engine for Embedded Systems,"Eduardo Viegas, Altair Olivo Santin, Andre Luiz Pereira de Franca, Ricardo P. Jasinski, Volnei A. Pedroni, Luiz S. Oliveira",17,ids,n/a
2017,Botnet Detection Based on Anomaly and Community Detection,"Jing Wang, Ioannis Ch. Paschalidis",12,ids,likelihood
2017,Hyperspectral Anomaly Detection With Attribute and Edge-Preserving Filters,"Xudong Kang, Xiangping Zhang, Shutao Li, Kenli Li, Jun Li, Jon Atli Benediktsson",14,remote,model
2017,Hyperspectral Anomaly Detection via a Sparsity Score Estimation Framework,"Rui Zhao, Bo Du, Liangpei Zhang",11,remote,model
2017,Big Data Analytics for User-Activity Analysis and User-Anomaly Detection in Mobile Wireless Network,"Md. Salik Parwez, Danda B. Rawat, Moses Garuba",13,sense,n/a
2017,SafeDrive: Online Driving Anomaly Detection From Large-Scale Vehicle Data,"Mingming Zhang, Chao Chen, Tianyu Wo, Tao Xie, Md. Zakirul Alam Bhuiyan, Xuelian Lin",10,sense,likelihood
2017,Deep-Cascade: Cascading 3D Deep Neural Networks for Fast Anomaly Detection and Localization in Crowded Scenes,"Mohammad Sabokrou, Mohsen Fayyaz, Mahmood Fathy, Reinhard Klette",20,remote,model
2017,Anomaly Detection in Traffic Scenes via Spatial-Aware Motion Reconstruction,"Yuan Yuan, Dong Wang, Qi Wang",11,remote,likelihood
2017,A Joint Indoor WLAN Localization and Outlier Detection Scheme Using LASSO and Elastic-Net Optimization Techniques,"Ali Khalajmehrabadi, Nikolaos Gatsis, Daniel J. Pack, David Akopian",11,sense,likelihood
